Year,Month,Day,TSU,EQ,Name,Location,Country,Latitude,Longitude,Elevation,Type,Status,Time,VEI,Agent,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION
1919,5.0,19.0,,,Kelut,Java,Indonesia,-7.93,112.30799999999999,1731,Stratovolcano,Historical,D1,4.0,M,5110.0,4.0,,,,,,,9000.0,4.0,5110.0,4.0,,,,,,,9000.0,4.0
1919,5.0,22.0,TSU,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,Historical,D1,3.0,T,4.0,1.0,,,,3.0,,1.0,10.0,1.0,4.0,1.0,,,,3.0,,1.0,10.0,1.0
1919,7.0,6.0,,,Nasu,Honshu-Japan,Japan,37.12,139.97,1917,Stratovolcano,Historical,D2,,G,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1919,9.0,29.0,TSU,,Mauna Loa,Hawaiian Is,United States,19.475,-155.608,4170,Shield volcano,Historical,D1,0.0,,,,,,,,,,,,,,,,,,,,,
1920,7.0,25.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,3.0,P,33.0,1.0,,,,,,,,,33.0,1.0,,,,,,,,
1920,10.0,29.0,,,Izalco,El Salvador,El Salvador,13.812999999999999,-89.633,1950,Stratovolcano,Historical,D1,3.0,P,,1.0,,,,,,,,,,1.0,,,,,,,,
1921,11.0,26.0,,,Nasu,Honshu-Japan,Japan,37.12,139.97,1917,Stratovolcano,Historical,D2,,G,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1923,3.0,2.0,TSU,EQ,"Cendres, Ile des",SE Asia,Vietnam,10.158,109.014,-20,Submarine volcanoes,Historical,D2,2.0,L,,,,,,,,,,,,,,,,,,1.0,,
1923,3.0,11.0,,,Papandayan,Java,Indonesia,-7.32,107.73,2665,Stratovolcano,Historical,D2,1.0,G,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1923,6.0,,,,Tangkubanparahu,Java,Indonesia,-6.77,107.6,2084,Stratovolcano,Historical,D1,,G,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
1923,7.0,1.0,,,Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,Historical,D1,2.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1924,5.0,10.0,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,Historical,D1,2.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1926,5.0,24.0,,,Tokachi,Hokkaido-Japan,Japan,43.42,142.68,2077,Stratovolcano,Historical,D1,3.0,"M,T",144.0,3.0,,,207.0,3.0,,,5080.0,4.0,144.0,3.0,,,207.0,3.0,,,5080.0,4.0
1927,8.0,7.0,TSU,,Paluweh,Lesser Sunda Is,Indonesia,-8.32,121.708,875,Stratovolcano,Historical,D1,,,,,,,,,,,,,,,,,,,,,,
1927,9.0,5.0,,,Esjufjoll,Iceland-SE,Iceland,64.27,-16.65,1760,Stratovolcano,Historical,D2,1.0,M,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1928,1.0,23.0,,,Santorini,Greece,Greece,36.404,25.396,329,Shield volcano,Historical,D2,2.0,S,48.0,1.0,,,,,,,,,48.0,1.0,,,,,,,,
1928,1.0,,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,3.0,P,,1.0,,,,,,,,,,1.0,,,,,,,,
1928,3.0,28.0,TSU,,Krakatau,Indonesia,Indonesia,-6.102,105.42299999999999,813,Caldera,Historical,D1,,,,,,,,,,,,,,,,,,,,,,
1928,5.0,13.0,,,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,Historical,D1,2.0,T,40.0,1.0,,,,,,,,,40.0,1.0,,,,,,,,
1928,8.0,4.0,TSU,,Paluweh,Lesser Sunda Is,Indonesia,-8.32,121.708,875,Stratovolcano,Historical,D1,3.0,"W,T",98.0,2.0,,,,,,,,,226.0,3.0,,,200.0,3.0,,,,2.0
1928,11.0,2.0,,,Etna,Italy,Italy,37.734,15.004000000000001,3350,Stratovolcano,Historical,D1,1.0,L,5.0,1.0,,,,,,,,,5.0,1.0,,,,,,,,
1929,1.0,6.0,,,Calbuco,Chile-S,Chile,-41.326,-72.61399999999999,2003,Stratovolcano,Historical,D2,3.0,,,,,,,,,,,,,,,,,,,,,
1929,6.0,17.0,,,Komaga-take,Hokkaido-Japan,Japan,42.07,140.68,1140,Stratovolcano,Historical,D1,4.0,T,2.0,1.0,,,4.0,1.0,,,,,2.0,1.0,,,4.0,1.0,,,,
1929,8.0,2.0,,,Etna,Italy,Italy,37.734,15.004000000000001,3350,Stratovolcano,Historical,D1,2.0,T,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1929,11.0,2.0,,,Santa Maria,Guatemala,Guatemala,14.755999999999998,-91.552,3772,Stratovolcano,Historical,D1,3.0,"P,M",200.0,3.0,,,,,,,,,200.0,3.0,,,,,,,,
1930,3.0,17.0,TSU,,Krakatau,Indonesia,Indonesia,-6.102,105.42299999999999,813,Caldera,Historical,D1,2.0,,,,,,,,,,,,,,,,,,,,,
1930,8.0,20.0,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,Historical,D1,3.0,T,6.0,1.0,,,,,,,,,6.0,1.0,,,,,,,,
1930,9.0,11.0,TSU,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,Historical,D1,3.0,P,5.0,1.0,,,20.0,1.0,,2.0,,,6.0,1.0,,,20.0,1.0,,2.0,,
1930,12.0,18.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,3.0,"P,M",1369.0,4.0,,,,,,3.0,1109.0,4.0,1369.0,4.0,,,,,,3.0,1109.0,4.0
1931,8.0,20.0,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,Historical,D1,3.0,,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
1932,1.0,21.0,,,Fuego,Guatemala,Guatemala,14.472999999999999,-90.88,3763,Stratovolcano,Historical,D1,4.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1932,2.0,,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,,m,,1.0,,,,,,,,,,1.0,,,,,,,,
1932,10.0,1.0,,,Kusatsu-Shirane,Honshu-Japan,Japan,36.62,138.55,2176,Stratovolcano,Historical,D1,3.0,M,2.0,1.0,,,7.0,1.0,,,,,2.0,1.0,,,7.0,1.0,,,,
1933,1.0,8.0,TSU,EQ,Kharimkotan,Kuril Is,Russia,49.12,154.50799999999998,1145,Stratovolcano,Historical,D2,3.0,W,,,,,,,,,,,2.0,1.0,,,,,,,,
1933,5.0,10.0,,,Hakone,Honshu-Japan,Japan,35.22,139.02,1438,Complex volcano,Radiocarbon,D7,,G,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1933,12.0,24.0,,,Kuchinoerabu-jima,Ryukyu Is,Japan,30.43,130.22,649,Stratovolcano,Historical,D1,4.0,T,8.0,1.0,,,26.0,1.0,,,,,8.0,1.0,,,26.0,1.0,,,,
1933,12.0,25.0,TSU,,Bulusan,Luzon-Philippines,Philippines,12.77,124.05,1565,Stratovolcano,Historical,D1,2.0,,,,,,,,,,,,9.0,1.0,,,,,,3.0,,
1934,,,,,Hood,US-Oregon,United States,45.373999999999995,-121.694,3426,Stratovolcano,Historical,D3,,G,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1936,2.0,,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,Historical,D1,3.0,"P,T",2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1937,2.0,9.0,,,Llaima,Chile-C,Chile,-38.692,-71.729,3125,Stratovolcano,Historical,D1,2.0,F,3.0,1.0,,,,,,1.0,,,3.0,1.0,,,,,,1.0,,
1937,5.0,29.0,TSU,EQ,Rabaul,New Britain-SW Pac,Papua New Guinea,-4.271,152.203,688,Pyroclastic shield,Historical,D1,4.0,"P,T,W,I",507.0,3.0,,,,,,1.0,,1.0,507.0,3.0,,,,,,1.0,,1.0
1938,1.0,28.0,TSU,,Nyamuragira,Africa-C,"Congo, DRC",-1.4080000000000001,29.2,3058,Shield volcano,Historical,D1,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1938,5.0,9.0,,,Bandai,Honshu-Japan,Japan,37.6,140.08,1819,Stratovolcano,Historical,D3,,m,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1938,6.0,5.0,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1938,7.0,16.0,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,Historical,D1,1.0,T,,1.0,,,,,,,,,,1.0,,,,,,,,
1939,7.0,24.0,TSU,,Kick-'em-Jenny,W Indies,Netherlands,12.3,-61.63,-177,Submarine volcano,Historical,D1,1.0,T,,,,,,,,,,,,,,,,,,,,
1939,8.0,17.0,,,Tori-shima,Izu Is-Japan,Japan,30.48,140.32,403,Stratovolcano,Historical,D1,2.0,,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1939,10.0,13.0,,,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,Historical,D1,1.0,T,10.0,1.0,,,,,,1.0,,,10.0,1.0,,,,,,1.0,,
1940,6.0,20.0,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,Historical,D1,2.0,,1.0,1.0,,,2.0,1.0,,,,,1.0,1.0,,,2.0,1.0,,,,
1940,7.0,12.0,,,Miyake-jima,Izu Is-Japan,Japan,34.08,139.53,815,Stratovolcano,Historical,D1,2.0,L,11.0,1.0,,,20.0,1.0,,,,,11.0,1.0,,,20.0,1.0,,,,
1940,7.0,24.0,,,"Lengai, Ol Doinyo",Africa-E,Tanzania,-2.7510000000000003,35.902,2890,Stratovolcano,Historical,D1,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1941,7.0,13.0,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,Historical,D1,2.0,T,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,
1941,9.0,21.0,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1943,2.0,20.0,,,Michoacan-Guanajuato,Mexico,Mexico,19.48,-102.25,3860,Cinder cone,Historical,D2,4.0,"E,I",3.0,1.0,,,,,,,,,103.0,1.0,,,,,,,,
1943,4.0,13.0,,,"Azul, Cerro",Galapagos,Ecuador,-0.9,-91.42,1690,Shield volcano,Historical,D1,3.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1944,3.0,27.0,,,Vesuvius,Italy,Italy,40.821,14.425999999999998,1281,Complex volcano,Historical,D2,2.0,"T,L,I",27.0,1.0,,,,,,,,,27.0,1.0,,,,,,,,
1944,6.0,10.0,,,Cleveland,Aleutian Is,United States,52.82,-169.95,1730,Stratovolcano,Historical,D1,3.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1944,6.0,23.0,,,Usu,Hokkaido-Japan,Japan,42.53,140.83,731,Stratovolcano,Historical,D1,2.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1944,8.0,20.0,TSU,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,Historical,D1,2.0,,,,,,,,,,,,,,,,,,,,,
1944,8.0,26.0,,,Usu,Hokkaido-Japan,Japan,42.53,140.83,731,Stratovolcano,Historical,D1,2.0,G,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1944,12.0,4.0,,,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,Historical,D1,2.0,T,117.0,3.0,,,250.0,3.0,,,,,117.0,3.0,,,250.0,3.0,,,,
1946,1.0,,,,Sakura-jima,Kyushu-Japan,Japan,31.58,130.67,1117,Stratovolcano,Historical,D1,2.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1946,2.0,,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,2.0,F,6.0,1.0,,,,,,2.0,81.0,2.0,6.0,1.0,,,,,,2.0,81.0,2.0
1946,10.0,29.0,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1946,11.0,13.0,TSU,,Sarychev Peak,Kuril Is,Russia,48.092,153.2,1496,Stratovolcano,Historical,D1,4.0,,,,,,,,,,,,,,,,,,,,,
1947,1.0,7.0,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1947,7.0,6.0,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,Historical,D1,2.0,,11.0,1.0,,,,,,,,,11.0,1.0,,,,,,,,
1947,9.0,16.0,,,Akagi,Honshu-Japan,Japan,36.53,139.18,1828,Stratovolcano,Historical,D6,,m,699.0,3.0,,,,,,,,,699.0,3.0,,,,,,,,
1947,11.0,2.0,,,Hekla,Iceland-S,Iceland,63.98,-19.7,1491,Stratovolcano,Historical,D1,4.0,L,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1948,4.0,7.0,,,Iliwerung,Lesser Sunda Is,Indonesia,-8.54,123.59,1018,Complex volcano,Historical,D1,2.0,,,,,,,,,2.0,,,,,,,,,,2.0,,
1949,1.0,1.0,,,Villarrica,Chile-C,Chile,-39.42,-71.93,2847,Stratovolcano,Historical,D1,3.0,M,54.0,2.0,,,,,,2.0,,,54.0,2.0,,,,,,2.0,,
1949,5.0,26.0,,,Purace,Colombia,Colombia,2.32,-76.4,4650,Stratovolcano,Historical,D1,2.0,T,17.0,1.0,,,,,,,,,17.0,1.0,,,,,,,,
1949,6.0,,,,Camiguin,Mindanao-Philippines,Philippines,9.203,124.67299999999999,1332,Stratovolcano,Historical,D2,3.0,P,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1950,8.0,28.0,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,1.0,P,6.0,1.0,,,,,,,,,6.0,1.0,,,,,,,,
1950,9.0,15.0,,,Camiguin,Mindanao-Philippines,Philippines,9.203,124.67299999999999,1332,Stratovolcano,Historical,D2,3.0,P,68.0,2.0,,,,,,,,,68.0,2.0,,,,,,,,
1950,9.0,23.0,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,Historical,D1,2.0,T,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,,,1.0
1951,1.0,21.0,,,Lamington,New Guinea,Papua New Guinea,-8.95,148.15,1680,Stratovolcano,Historical,D2,4.0,P,2942.0,4.0,,,,2.0,,,,,2942.0,4.0,,,,2.0,,,,
1951,8.0,3.0,TSU,EQ,Cosiguina,Nicaragua,Nicaragua,12.98,-87.57,872,Stratovolcano,Historical,D3,,,,,,,,,,,,,,,,,,,,3.0,,2.0
1951,8.0,31.0,,,Kelut,Java,Indonesia,-7.93,112.30799999999999,1731,Stratovolcano,Historical,D1,3.0,,7.0,1.0,,,,,,,,,7.0,1.0,,,,,,,,
1951,11.0,5.0,,,Hakone,Honshu-Japan,Japan,35.22,139.02,1438,Complex volcano,Radiocarbon,D7,,G,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1951,12.0,4.0,,,Camiguin,Mindanao-Philippines,Philippines,9.203,124.67299999999999,1332,Stratovolcano,Historical,D2,3.0,P,500.0,3.0,1500.0,4.0,,,,,,,500.0,3.0,1500.0,4.0,,,,,,
1951,,,TSU,,Kavachi,Solomon Is-SW Pacifi,Solomon Is.,-9.02,157.95,-20,Submarine volcano,Historical,D1,2.0,,,,,,,,,,,,,,,,,,,,,
1952,3.0,27.0,,,Hakone,Honshu-Japan,Japan,35.22,139.02,1438,Complex volcano,Radiocarbon,D7,,G,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1952,9.0,16.0,TSU,,Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,Holocene,Unknown,2.0,,,,,,,,,,,,,,,,,,,,,
1952,9.0,23.0,TSU,,Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,Holocene,Unknown,2.0,,,,,,,,,,,,,,,,,,,,,
1952,9.0,24.0,TSU,,Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,Holocene,Unknown,2.0,P,31.0,1.0,,,,,,1.0,,,31.0,1.0,,,,,,1.0,,
1952,9.0,26.0,TSU,,Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,Holocene,Unknown,2.0,,,,,,,,,,,,,,,,,,,,,
1952,,,,,Ambalatungan Group,Luzon-Philippines,Philippines,17.32,121.1,2329,Compound volcano,Fumarolic,U,1.0,,12.0,1.0,,,,,,,,,12.0,1.0,,,,,,,,
1953,3.0,11.0,TSU,,Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,Holocene,Unknown,2.0,,,,,,,,,,,,,,,,,,,,,
1953,3.0,23.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,3.0,P,64.0,2.0,,,57.0,2.0,,2.0,144.0,3.0,64.0,2.0,,,57.0,2.0,,2.0,144.0,3.0
1953,3.0,25.0,TSU,,Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,Holocene,Unknown,2.0,,,,,,,,,,,,,,,,,,,,,
1953,4.0,27.0,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,Historical,D1,2.0,T,6.0,1.0,,,,,,,,,6.0,1.0,,,,,,,,
1953,6.0,27.0,TSU,,St. Andrew Strait,Admiralty Is-SW Paci,Papua New Guinea,-2.38,147.35,270,Complex volcano,Historical,D2,0.0,,,,,,,,,,,,,,,,,,,1.0,,
1953,6.0,,,,Sirung,Lesser Sunda Is,Indonesia,-8.51,124.148,862,Complex volcano,Historical,D1,0.0,,5.0,1.0,,,1.0,1.0,,,,,5.0,1.0,,,1.0,1.0,,,,
1953,7.0,26.0,,,Hakone,Honshu-Japan,Japan,35.22,139.02,1438,Complex volcano,Radiocarbon,D7,,A,10.0,1.0,,,,,,,,,10.0,1.0,,,,,,,,
1953,10.0,5.0,,,Oshima,Izu Is-Japan,Japan,34.73,139.38,758,Stratovolcano,Historical,D1,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1953,12.0,24.0,,,Ruapehu,New Zealand,New Zealand,-39.28,175.57,2797,Stratovolcano,Historical,D1,,m,151.0,3.0,,,,,,,,,151.0,3.0,,,,,,,,
1954,2.0,,TSU,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,Historical,D1,,,,,,,,,,,,,,,,,,,,,,
1954,7.0,21.0,,,Tate-yama,Honshu-Japan,Japan,36.57,137.6,2621,Stratovolcano,Historical,D3,,G,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1954,8.0,3.0,,,Bam,New Guinea-NE of,Papua New Guinea,-3.6,144.85,685,Stratovolcano,Historical,D2,2.0,I,,,,,,2.0,,,,,25.0,1.0,,,,2.0,,,,
1954,,,,,Camiguin,Mindanao-Philippines,Philippines,9.203,124.67299999999999,1332,Stratovolcano,Historical,D2,,m,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1955,7.0,26.0,,,Carran-Los Venados,Chile-C,Chile,-40.35,-72.07,1114,Pyroclastic cone,Historical,D1,4.0,G,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1955,10.0,13.0,,,Sakura-jima,Kyushu-Japan,Japan,31.58,130.67,1117,Stratovolcano,Historical,D1,3.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
1956,3.0,30.0,TSU,,Bezymianny,Kamchatka,Russia,55.978,160.58700000000002,2882,Stratovolcano,Historical,D1,5.0,,,,,,,,,,,,,,,,,,,,,
1957,3.0,11.0,,EQ,Vsevidof,Aleutian Is,United States,53.13,-168.68,2149,Stratovolcano,Historical,D3,2.0,,,,,,,,,,,,,,,,,,,,,
1957,7.0,,,,Unzen,Kyushu-Japan,Japan,32.75,130.3,1500,Complex volcano,Historical,D1,,m,13.0,1.0,,,,,,,,,13.0,1.0,,,,,,,,
1957,8.0,,,,Oshima,Izu Is-Japan,Japan,34.73,139.38,758,Stratovolcano,Historical,D1,2.0,T,1.0,1.0,,,53.0,2.0,,,,,1.0,1.0,,,53.0,2.0,,,,
1957,10.0,,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,Historical,D1,2.0,T,12.0,1.0,,,,,,,,,12.0,1.0,,,,,,,,
1958,7.0,12.0,,,Mahawu,Sulawesi-Indonesia,Indonesia,1.358,124.85799999999999,1324,Stratovolcano,Historical,D1,2.0,M,1.0,1.0,,,10.0,1.0,,,,,1.0,1.0,,,10.0,1.0,,,,
1958,7.0,21.0,,,Daisetsu,Hokkaido-Japan,Japan,43.68,142.88,2290,Stratovolcano,Tephrochronology,D6,,G,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1958,10.0,7.0,TSU,,Kuwae,Vanuatu-SW Pacific,Vanuatu,-16.829,168.53599999999997,-2,Caldera,Historical,D1,2.0,,,,,,,,,,,,,,,,,,,,,
1960,5.0,25.0,TSU,EQ,Puyehue,Chile-C,Chile,-40.59,-72.117,2236,Stratovolcano,Holocene,U,3.0,,,,,,,,,,,,,,,,,,,,,
1961,1.0,25.0,,,Calbuco,Chile-S,Chile,-41.326,-72.61399999999999,2003,Stratovolcano,Historical,D2,3.0,,,,,,,,,1.0,,,,,,,,,,,,
1961,4.0,23.0,,,Tate-yama,Honshu-Japan,Japan,36.57,137.6,2621,Stratovolcano,Historical,D3,,G,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1961,5.0,8.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,3.0,P,6.0,1.0,,,6.0,1.0,,2.0,,3.0,6.0,1.0,,,6.0,1.0,,2.0,,3.0
1961,6.0,18.0,,,Daisetsu,Hokkaido-Japan,Japan,43.68,142.88,2290,Stratovolcano,Tephrochronology,D6,,G,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1961,8.0,18.0,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,Historical,D1,2.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1962,6.0,29.0,,,Tokachi,Hokkaido-Japan,Japan,43.42,142.68,2077,Stratovolcano,Historical,D1,3.0,T,5.0,1.0,,,11.0,1.0,,,,,5.0,1.0,,,11.0,1.0,,,,
1962,10.0,,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,,m,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1962,12.0,31.0,,,Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.325,1715,Stratovolcano,Historical,D1,2.0,,5.0,1.0,,,5.0,1.0,,,,,5.0,1.0,,,5.0,1.0,,,,
1963,3.0,17.0,,,Irazu,Costa Rica,Costa Rica,9.979,-83.852,3432,Stratovolcano,Historical,D1,3.0,T,15.0,1.0,,,,,,,,,15.0,1.0,,,,,,,,
1963,3.0,18.0,TSU,,Agung,Lesser Sunda Is,Indonesia,-8.342,115.508,3142,Stratovolcano,Historical,D1,5.0,"P,T,M,A",1028.0,4.0,,3.0,624.0,3.0,,,,,1028.0,4.0,,3.0,624.0,3.0,,,,
1963,5.0,5.0,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,2.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1963,5.0,16.0,,EQ,Agung,Lesser Sunda Is,Indonesia,-8.342,115.508,3142,Stratovolcano,Historical,D1,3.0,,120.0,2.0,,,,,,,,,120.0,2.0,,,,,,,,
1963,5.0,21.0,,,Villarrica,Chile-C,Chile,-39.42,-71.93,2847,Stratovolcano,Historical,D1,2.0,M,,1.0,,,,,,,,,,1.0,,,,,,,,
1963,9.0,5.0,,,Batur,Lesser Sunda Is,Indonesia,-8.242,115.375,1717,Caldera,Historical,D1,2.0,,2.0,1.0,,,,,,,,1.0,2.0,1.0,,,,,,,,1.0
1963,9.0,28.0,,,Fuego,Guatemala,Guatemala,14.472999999999999,-90.88,3763,Stratovolcano,Historical,D1,3.0,M,7.0,1.0,,,,,,,,,7.0,1.0,,,,,,,,
1963,12.0,10.0,,,Irazu,Costa Rica,Costa Rica,9.979,-83.852,3432,Stratovolcano,Historical,D1,3.0,"M,T",40.0,1.0,,,,1.0,,2.0,400.0,3.0,40.0,1.0,,,,1.0,,2.0,400.0,3.0
1964,1.0,1.0,,,Paluweh,Lesser Sunda Is,Indonesia,-8.32,121.708,875,Stratovolcano,Historical,D1,2.0,,1.0,1.0,,,3.0,1.0,,,,,1.0,1.0,,,3.0,1.0,,,,
1964,3.0,3.0,,,Villarrica,Chile-C,Chile,-39.42,-71.93,2847,Stratovolcano,Historical,D1,2.0,M,25.0,1.0,,,,,,,,,25.0,1.0,,,,,,,,
1964,12.0,13.0,,,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,Historical,D1,1.0,,114.0,3.0,,,,,,,,,114.0,3.0,,,,,,,,
1965,9.0,28.0,TSU,,Taal,Luzon-Philippines,Philippines,14.002,120.993,400,Stratovolcano,Historical,D1,4.0,"P,W",355.0,3.0,,,,,,1.0,,1.0,355.0,3.0,,,,,,1.0,,1.0
1965,10.0,24.0,TSU,,Kick-'em-Jenny,W Indies,Netherlands,12.3,-61.63,-177,Submarine volcano,Historical,D1,0.0,,,,,,,,,,,,,,,,,,,,,
1966,1.0,13.0,TSU,,Tinakula,Santa Cruz Is-SW Pac,Solomon Is.,-10.38,165.8,851,Stratovolcano,Historical,D1,3.0,,,,,,,,,,,,,,,,,,,,,
1966,4.0,26.0,,,Kelut,Java,Indonesia,-7.93,112.30799999999999,1731,Stratovolcano,Historical,D1,4.0,"M,m,P",215.0,3.0,78.0,2.0,86.0,2.0,,,,,215.0,3.0,78.0,2.0,86.0,2.0,,,,
1966,8.0,12.0,,,Awu,Sangihe Is-Indonesia,Indonesia,3.67,125.5,1320,Stratovolcano,Historical,D1,4.0,"P,M,I",39.0,1.0,,,1000.0,3.0,,,,2.0,39.0,1.0,,,1000.0,3.0,,,,2.0
1966,8.0,14.0,,,"Lengai, Ol Doinyo",Africa-E,Tanzania,-2.7510000000000003,35.902,2890,Stratovolcano,Historical,D1,4.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
